uri,prefLabel,altLabels
http://data.europa.eu/esco/skill/e3fbd312-a4b2-4bfb-a589-be28f134f1c1,train medical staff on nutrition,provide nutrition training to medical staff|provide training to medical staff on nutrition|train medical staff in nutriton
http://data.europa.eu/esco/skill/e6850304-e8d1-4abc-a759-8ad2e27bc946,contribute to specialised publications,contribute to specialized publications|contributing to specialised publications|provide content for specialised publications|provide contributions to specialised publications|write for specialised publications
http://data.europa.eu/esco/skill/e72ce847-f7a9-40b8-ac66-ce291a2121de,study the relationships between quantities,analyze the relationships between quantities|measure the relationships between quantities|monitor the relationships between quantities|quantitative relationship analysis|studying quantitative relationships
http://data.europa.eu/esco/skill/e7837b7e-420f-46e6-8191-94fa610b3f56,provide information on carat rating,administer information on carat rating|arrange information on carat rating|contribute information on carat rating|furnish information on carat rating|provide information on carat ratings|providing information on carat rating|provision of information on carat rating
http://data.europa.eu/esco/skill/e7d6c4f1-baa6-438e-ac0d-1107ddb204e9,search for a suitable filming location,recon a suitable location|scope out a suitable location|scout a suitable location|search for a suitable location|search for suitable locations|searching for a suitable location
http://data.europa.eu/esco/skill/e92f4673-1dec-41ec-b6ec-36fef226359c,provide financial product information,give financial information|provide banking information|provide budgeting information|provide economic information|provide fiscal information
http://data.europa.eu/esco/skill/e9b99d6e-c7ec-4f87-b7b4-b5322733c998,interpret seismic data,analyse seismic data|analysing of seismic data|analysing seismic data|analysis of seismic data|interpretation of seismic data|interpreting of seismic data|interpreting seismic data|seismic data analysis|seismic data interpretation
http://data.europa.eu/esco/skill/ea0e069a-d1c1-4c11-b4aa-af9809815d3e,follow manufacturing work schedule,compliance with manufacturing work schedule|comply with manufacturing work schedule|complying with manufacturing work schedule|following manufacturing work schedule|following of manufacturing work schedule|manufacturing work schedule compliance|manufacturing work schedule following
http://data.europa.eu/esco/skill/ea28ce13-e620-4191-95c3-3e0f0f867834,psychological healthcare services,characteristics of psychological healthcare services|inpatient and outpatient psychological healthcare services|psychological health care service|psychological health care services|psychological services in health care
http://data.europa.eu/esco/skill/eac1e014-17aa-4694-a96d-540bfc06bca3,commercial photography,business related photography|commercial photograph methods|commercial photograph techniques|commercial photograph technology|licensed photography|professional photography
http://data.europa.eu/esco/skill/eafd7e5f-cd03-4501-bfca-be362e80c6e1,sketch leather goods,depict leather goods|depict leatherwear|draw leather goods|draw leatherwear|sketch leather products|sketch leatherwear
http://data.europa.eu/esco/skill/eb083439-8a16-48b3-9f0f-906391da0b6c,conduct research on hearing topics,conduct research on a hearing-related topic|conduct sresearch on hearing topic|direct research on hearing topics|direct research on hearing-related topics
http://data.europa.eu/esco/skill/ed008ded-ce2a-449c-89cc-c559cf66ed1f,review completed contracts,analyse completed contracts|audit completed contracts|check completed contracts|review a completed contract|reviewing a completed contract|reviewing completed contracts|scrutinise completed contracts
http://data.europa.eu/esco/skill/ef258352-7226-4eb8-a943-4be6eaa5ec00,perform food risk analysis,complete food risk analysis|execute food risk analysis|implement food risk analysis|perform food risks analysis|performing food risk analysis|undertake food risk analysis
http://data.europa.eu/esco/skill/ef30e7f8-1ef0-4a6f-87ac-d6a701125305,set theory,mathematical set theory|theory of sets
http://data.europa.eu/esco/skill/efaef6b2-1435-436f-94b6-ead3bcf0db9c,provide strategies of differential diagnosis,accord strategies of differential diagnosis|accord strategy of differential diagnosis|apply methods of differential diagnosis|offer strategies of differential diagnosis|provide method of differential diagnosis|provide methods of differential diagnosis|provide procedure of differential diagnosis|provide procedures of differential diagnosis|supply strategy of differential diagnosis
http://data.europa.eu/esco/skill/f0318969-d484-4065-87d3-90f71c63e51e,assist customers with self-service ticketing machines,assist customers using self-service ticketing machines|assist customers using ticket self-service machines|attend customers using self-service ticketing machines|help self-service ticketing machine customers
http://data.europa.eu/esco/skill/f17f94f1-88cb-4815-873a-2a9639f10729,draft project documentation,formulate project documents|prepare project documentation|write project documentation
http://data.europa.eu/esco/skill/f2536b0a-068b-48ed-910f-231bfa0ec032,exert quality control to processing food,exert quality control to food processing|exert quality control to systems food|exert quality management to processing food|exert quality oversight to processing food|exert quality supervision to processing food|exerting quality control to processing food
http://data.europa.eu/esco/skill/f2bf8eae-5b91-47ba-93d3-557af74e23eb,evaluate vineyard problems,assess problems in vineyard|assess vineyard problems|assessing problems in vineyard|assessing vineyard problems|evaluate problems in vineyard|evaluating problems in vineyard|evaluating vineyard problems|vineyard problem assessing|vineyard problem evaluating|vineyard problems assessing|vineyard problems evaluating
http://data.europa.eu/esco/skill/f5084a43-42c9-4bbb-b47c-b3029cf8381d,machine tools,machine products|machine accessories|machine equipment|machine tool|machinery tool
http://data.europa.eu/esco/skill/f5d8db86-12fe-4b17-80ee-dc126bab8335,research new cooking methods,analyse new cooking methods|investigate new cooking methods|probe new cooking methods|research a new cooking method|researching new cooking methods|search for new cooking methods
http://data.europa.eu/esco/skill/f7091334-10da-4ad6-b74a-8528a01a03f4,expand the network of providers,broaden network providers' services|expand providers' network|extend network of providers
http://data.europa.eu/esco/skill/f79b4e88-864f-4d59-ae1c-077af72a76dd,deliver presentations on tourism,deliver a presentation on tourism|deliver tourism presentations|give a presentation|give a speech on the tourism industry
http://data.europa.eu/esco/skill/f8aa753b-25d3-403f-9634-17c603ab1de0,glassware products,a glassware product|glass products|glassware brands|glassware commodities|glassware goods|glassware merchandise|glassware product|glassware stock
http://data.europa.eu/esco/skill/fb9c12af-ec45-498a-8e52-891371191557,mentor individual employees,individual employee mentoring|individual employee supporting|mentor employees individually|mentoring employees individually|mentoring individual employees|support employees individually|support individual employees|supporting employees individually|supporting individual employees
http://data.europa.eu/esco/skill/fbce0748-1e9e-4ac6-b7e9-37901bd9b27b,develop an artistic network,create a musical network|develop artistic networking|develop public relations|developing an artistic network
http://data.europa.eu/esco/skill/fc153ec6-1320-4f13-9158-ebde86c5303e,liaise with logistics management teams,collaborate with logistics management|collaborate with logistics management teams to optimise service levels|communicate with logistics management teams|communicate with logistics management teams to optimise service levels|confer with logistics management teams|facilitate service optimisation through collaboration with logistics management teams|facilitate service optimisation through communication with logistics management teams|increase service efficiency by collaborating with logistics management teams|increase service efficiency by communicating with logistics management teams|increase service efficiency by liaising with logistics management teams|liaise with logistics management teams to optimise service levels
http://data.europa.eu/esco/skill/fce983b6-f54d-4ef3-8a20-e101c76a79a8,prepare documentation for international shipping,complete documentation processes for international shipments|complete necessary documentation for international shipping|prepare documentation for international goods shipments|prepare documentation for international goods transportation|prepare documentation for international shipments|prepare documentation for the international shipment of goods|prepare documentation for the international transportation of goods|prepare official documents for international shipping|produce documentation required for international shipments|produce documentation required for international transportation of goods|produce necessary documentation for international shipping|ready documentation for international shipping
http://data.europa.eu/esco/skill/fd9694e7-5e7a-4209-806f-51451bb63dc7,present during live broadcasts,go on air during live broadcasts|host live broadcasts|present during live broadcast|presenting during live broadcasts
http://data.europa.eu/esco/skill/0005c151-5b5a-4a66-8aac-60e734beb1ab,manage musical staff,coordinate duties of musical staff|direct musical staff|manage music staff|manage staff of music
http://data.europa.eu/esco/skill/01895f13-1989-4756-80d6-9b9ee19ddb32,perform a feasibility study for building management systems,carry out bms feasibility study|conduct a viability analysis for facility management systems|execute a feasibility investigation for building management systems|undertake an assessment of building management system feasibility
http://data.europa.eu/esco/skill/06a4004d-ee47-44ff-ae2f-a038ba0c0256,perform a feasibility study on mini wind power,carry out feasibility study on mini wind power|do a feasibility study on mini wind power
http://data.europa.eu/esco/skill/06ec0ecb-87fc-47a4-8348-81df2470ff3d,lead the dental team,act as leader in dental teams|act as leader of dental team|act as leader of dental teams|lead dental team|lead dental teams
http://data.europa.eu/esco/skill/07884056-a07a-40b7-bba3-1ceed61f529c,blockchain signature schemes,digital signature schemes|signature schemes for blockchain
http://data.europa.eu/esco/skill/08a3dcea-12de-447b-a3a5-aa657abc5e97,execute social engineering tests,execute social engineering attacks|perform social engineering attacks|perform social engineering tests|test social engineering|test social engineering attacks
http://data.europa.eu/esco/skill/0af529ff-a95d-419b-ab2a-335f6894a966,maintain logistics databases,carry out logics database maintenance activities|ensure logistical databases remain up to date|ensure logistics databases remain up to date|keep logistical databases|keep logistics databases|maintain databases of logistical information|maintain databases of logistics information|maintain logistical databases|perform logistics database maintenance activities|update logistical databases|update logistics databases
http://data.europa.eu/esco/skill/0c452783-8873-4b04-ac18-ea353bc55b1d,draw prop sketches,draft a sketch of props|draw and sketch props|draw sketches of props|outline sketches of props
http://data.europa.eu/esco/skill/0e5affa0-705e-4b19-94e8-19e902e0287d,analyse decentralised applications,analyse dApps
http://data.europa.eu/esco/skill/0f351347-3117-417a-b372-7e58d28dce07,manage art facilities staff,coordinate mediation staff|manage mediating staff|manage mediation staff|manage mediators
http://data.europa.eu/esco/skill/0f365cf9-4f68-4a25-affc-75de20bcdc09,conduct analysis of ship data,analyse ship data|conduct analysis of vessel data|conduct data analysis activities on ship data|evaluate ship data|perform analysis of ship data|perform analysis of vessel data|perform data analysis activities on vessel data|use ship data analysis in decision making|utilise vessel data analysis in decision making
http://data.europa.eu/esco/skill/0f36a58f-56ba-47dc-8bae-d3df3e5398fe,decide on make-up process,choose make-up process|decide on make-up processes|deciding on make-up process|determine make-up process|select make-up process
http://data.europa.eu/esco/skill/1007aa13-9f18-4bcf-96f3-e108c40baf69,use a computer,"digital device using|digital devices using|use a computer|use computer equipment|use computer equipment and software|use digital devices|using a computer, computer using|using computer equipment|using computer equipment and software|using digital devices"
http://data.europa.eu/esco/skill/109ae188-b621-49dd-9c77-cb3f5a3553fe,ensure operability of protective equipment,ensuring operability of protective equipment|maintain protective equipment|maintaining protective equipment|operability of protective equipment ensuring|protective equipment maintaining
http://data.europa.eu/esco/skill/1258cc12-37bb-4a12-b219-9c3d6b294533,work in an organised manner,be organised|be organized|organise work|organise work according to deadlines|organize work|organize work according to deadlines|plan work according to deadlines|show organisational abilities|show organizational abilities|work according to deadlines and priorities|work in an orderly manner
http://data.europa.eu/esco/skill/13e5ed0f-9698-4b32-b44c-fb6a6a9fdd7f,provide information on school services,make information on school services available|offer information on school services|provide educational information|provides information on school services|providing information on school services|supply information on school services
http://data.europa.eu/esco/skill/13e93abd-618c-46df-abbe-1af38ecd1aa2,ensure customer focus,assure customer focus|enable customer focus|ensure a customer focus|ensure customer focus|ensuring a customer focus|ensuring customer focus|provide customer focus|secure customer focus
http://data.europa.eu/esco/skill/14525f24-afb4-4a4e-80a7-facf27080cdd,manage digital libraries,coordinate digital libraries|handle digital libraries|manage a digital library|managing digital libraries
http://data.europa.eu/esco/skill/16636767-c215-4cf0-b126-e144fea20926,use e-health and mobile health technologies,promote e-health and mobile health|use electronic health applications and technologies|use mobile and e-health|use mobile health applications|use mobile health technologies
http://data.europa.eu/esco/skill/1c582939-d981-4325-a2ac-f87fc6cf2315,philosophy of mathematics,math philosophy|mathematics philosophy|philosophy of math|philosophy of mathematics studies|the study of philosophy of mathematics
http://data.europa.eu/esco/skill/1c8327dd-9af0-4124-9c4e-0342d90189d4,design pharmaceutical manufacturing systems,designing pharmaceutical manufacturing systems|designing pharmaceutical production systems|pharmaceutical manufacturing systems design|pharmaceutical manufacturing systems designing|pharmaceutical production systems design|pharmaceutical production systems designing
http://data.europa.eu/esco/skill/1cdd0afe-196f-4d8a-924f-4d7473cce3c7,battery management systems,battery control systems|battery monitoring systems
http://data.europa.eu/esco/skill/1e05596a-dc89-442f-8591-bf9198492f81,negotiate contracts with event providers,agree on contractual terms with service providers|discuss agreements with event providers|negotiate contracts with providers of events|negotiate event providers' contracts
http://data.europa.eu/esco/skill/1e3222fa-724d-41f0-9b0a-e88d1003cd35,perform a feasibility study on solar absorption cooling,carry out feasibility study on solar absorption cooling|do a feasibility study on solar absorption cooling
http://data.europa.eu/esco/skill/1e3a71a2-ed64-4b24-bb9b-649abd7cf375,write signalling reports,carry out signalling reporting|compose signalling operations reports|compose signalling reports|create signalling reports|develop communications on signalling operations|develop communications on signalling operations and safety procedures|develop signalling operations and safety procedures communications|develop signalling operations communications|produce signalling operations reports|produce signalling reports|write signaling reports|write signalling operations reports
http://data.europa.eu/esco/skill/1eb02aeb-5fa4-48b1-9d0b-4aab58d4131c,create technical sketches for footwear,create fashion sketches for footwear|create sketches for footwear|create technical drawings for footwear|draw fashion sketches for footwear|draw sketches for footwear|draw technical sketches for footwear|sketch fashion drawings for footwear|sketch technical drawings for footwear
http://data.europa.eu/esco/skill/1fcce318-3212-487a-ac07-4941bc85060d,carry out project activities,assist in projects development|develop project activities|execute project tasks
http://data.europa.eu/esco/skill/211e4a02-69a6-494e-b94a-93741e2a3a0b,disassemble mobile devices,assemble cell phone|assemble mobile devices|assemble mobile phone|disassemble cell phone devices|reassemble mobile devices
http://data.europa.eu/esco/skill/22a1cbbd-58fd-4fda-99f0-e91b688788d8,lead a team in fishery services,direct a fishery services team|direct a team in fishery services|directing a fishery services team|directing a team in fishery services|fishery services team directing|fishery services team leading|lead a fishery services team|leading a fishery services team|leading a team in fishery services|team directing in fishery services|team leading in fishery services
http://data.europa.eu/esco/skill/2313b15d-a9a7-4830-9bcc-fd7df79d842b,enforce financial policies,enforce finance policies|enforce financial policy|enforcing financial policies|implement financial policies|impose financial policies
http://data.europa.eu/esco/skill/238343b1-7b51-42b3-a9ed-cf24d3a236e7,identify digital competence gaps,identify areas for improvement in digital skills
http://data.europa.eu/esco/skill/23872ce8-ea42-44ac-9b00-ccc0dc407209,perform a feasibility study on electric heating,carry out feasibility study on electric heating|carry out feasibility study on electric heating systems|do feasibility study on electric heating|perform feasibility study on electric heating systems
http://data.europa.eu/esco/skill/2409b33a-5776-4b13-bfb6-2c8485248b2a,draw up costume sketches,draw up sketches of costumes|drawing up costume sketches|make sketches of costumes|sketch costumes
http://data.europa.eu/esco/skill/253b7df4-621a-41d7-b363-ccb2e4d6b178,develop drama production process,create dramatic production process|create process for dramatic production|develop dramatic production process|develop process for drama production
http://data.europa.eu/esco/skill/270c779d-ce28-4731-a817-f7247c43e7d9,train dealers in gaming,provide training to dealers|train a dealer|train card players|train dealers|training dealers
http://data.europa.eu/esco/skill/273eb12c-7c34-41d2-afd2-c0222bf853bc,develop an artistic framework,create a plan for artistic research|create a research framework plan|create artistic framework|develop a framework for artistic research|develop an artistic research framework|develop artistic frameworks|develop artistic research framework|developing artistic framework|generate artistic framework|produce artistic framework
http://data.europa.eu/esco/skill/2c33fda8-389d-4871-948d-46fc1eb0c161,manage artistic project,coordinate art projects|direct artistic projects|manage an artistic project|manage art projects
http://data.europa.eu/esco/skill/2c624a83-22ee-4d11-beed-4718cd307bbd,negotiate library contracts,arrange library contracts|arrange library transactions and agreements|negotiate library agreements|negotiate library transactions
http://data.europa.eu/esco/skill/2c6fbea1-55cc-4a64-a640-d90656b82c5c,carry out scientific research in observatory,conduct scientific research in observatory|observatory research|perform scientific research in observatory|run scientific research in observatory|scientific observatory research|scientific research in observatory
http://data.europa.eu/esco/skill/2daa2d63-07ef-4c16-b0f3-697bbb6fc205,adapt to change in marketing,adapt to a change in marketing|adapt to changes in marketing|adapting to change in marketing|adjust to changes in marketing|alter to changes in marketing|modify a change in marketing|revise a change in marketing
http://data.europa.eu/esco/skill/2e1888d8-97f7-4c91-8874-e2ef0e47f94f,create digital files,create digital file|creating digital files|generate digital files|make digital files
http://data.europa.eu/esco/skill/30560a8b-e9e9-4988-8192-8bf15bac72b3,do historical research,conduct historical research|do history research|doing historical research|perform historical research|read up historical facts
http://data.europa.eu/esco/skill/3220a66f-d129-463b-848e-891b4f1c79e3,develop hazardous waste management strategies,develop strategies for hazardous waste management|developing hazardous waste management strategies|developing strategies for hazardous waste management|hazardous waste management strategies developing|hazardous waste management strategies writing|hazardous waste management strategy developing|hazardous waste management strategy writing|write hazardous waste management strategies|write strategies for hazardous waste management|writing hazardous waste management strategies|writing strategies for hazardous waste management
http://data.europa.eu/esco/skill/32285d7b-8c1f-4174-bff3-db01cbd7de44,repair vehicle's electrical equipment,mend vehicle's electrical equipment|overhaul vehicle's electrical equipment|reconstruct vehicle's electrical equipment|repair a vehicle's electrical equipment|repair of a vehicle's electrical equipment|repairing a vehicle's electrical equipment|restore vehicle's electrical equipment
http://data.europa.eu/esco/skill/326686e4-a55f-4eba-9d07-1c86408d5c5e,present evidence,confer evidence|confer testimony|give evidence|give testimony|provide evidence|provide testimony|tender evidence|tender testimony
http://data.europa.eu/esco/skill/33b55d3a-81f5-45cb-af40-06cd54db78e1,output electronic files,generate electronic files|issue electronic files|output electronic file|outputting electronic files|produce electronic files
http://data.europa.eu/esco/skill/34ff4148-8d8a-4186-94ff-c67524c16c0c,respond to changing situations in fishery,react to changed situations in fishery|respond to changed situations in fishery
http://data.europa.eu/esco/skill/367c240d-5f34-423a-86b1-866ad27206ea,digitise documents,carry out document digitisation|scan documents
http://data.europa.eu/esco/skill/3703eac1-8941-4d14-b305-b03f653b08c8,create online news content,create news content online|create on-line news content|creating online news content|develop online news content|make online news content|produce online news content
http://data.europa.eu/esco/skill/3859901a-e2b4-446a-b2ee-fd32f6d9db6f,contribute to high level health strategic decisions,contribute to high-level health-strategic decisions|contribute to strategic health decisions at high level|partake in health-related decision making at high level|participate in health-related decision making at high level|take part in health-related decision-making at high level
http://data.europa.eu/esco/skill/395ace35-e463-4dc7-8181-c2dd43885107,perform a feasibility study on heat pumps,carry out feasibility study on heat pumps|do a feasibility study on heat pumps
http://data.europa.eu/esco/skill/3aef9d43-157e-4339-9b26-ef1108b12dc4,oversee the facilities services budget,look after the facilities services budget|manage the facilities services budget|oversee facility services budgets|oversee the budget for facilities services|oversee the facilities service budget|oversee the facility services budget|overseeing the facilities services budget
http://data.europa.eu/esco/skill/3bee464c-bf7c-47c9-b33b-0668d201a387,train dental technician staff,provide training to dental technicians|train dental technical staff|train dental technicians|train technical staff in dental practice
http://data.europa.eu/esco/skill/3de14645-0c33-4ea0-b544-a962e8705173,set up photographic equipment,choose location for photographic equipment|place photographic equipment|set up equipment of photography|set up photography equipment
http://data.europa.eu/esco/skill/41f2f9bf-1440-49f7-bbb1-2c3c3ea93f76,analyse blockchain use cases,evaluate blockchain use cases|investigate blockchain use cases
http://data.europa.eu/esco/skill/484d048c-a5d1-46a5-b57f-45b69c0ac552,analyse pipeline database information,analyse information in pipeline databases|analyze pipeline database information|assess information in pipeline databases|assess pipeline database information|conduct analysis on pipeline database information|evaluate information in pipeline databases|evaluate pipeline database information|perform analysis on pipeline database information|retrieve and analyse information from pipeline company database|retrieve and assess information from pipeline company database
http://data.europa.eu/esco/skill/495ce586-09d7-4cec-83d7-2821be6590c4,smart contract programming languages,programming languages for smart contract
http://data.europa.eu/esco/skill/49f85a99-086c-45b6-a6fa-eb90305af7b1,Chef (tools for software configuration management),Chef software
http://data.europa.eu/esco/skill/4c21c36d-b699-4f36-b539-c01842d24989,lead a team in forestry services,direct a service team in forestry|direct a team in forestry services|directing a forestry services team|directing a service team in forestry|directing a team in forestry services|lead a service team in forestry|leading a forestry services team|leading a service team in forestry|leading a team in forestry services
http://data.europa.eu/esco/skill/4ccc18f0-1c17-4a02-88aa-52f06ede7195,perform mathematical calculations in pest management,calculate appropriate pesticide chemical quantities|calculate pesticide chemical ratios|perform calculations in pest management|perform mathematical calculation in pest management|perform mathematical calculations in management of pests|performing mathematical calculations in pest management
http://data.europa.eu/esco/skill/4e10bb72-d6ba-414d-a9e3-d653cddf7ce3,confer with library colleagues,confer with library colleague|conferring with library colleagues|consult with library colleagues|discuss with library colleagues|get feedback from library colleagues
http://data.europa.eu/esco/skill/4e5687e3-3d3a-4f5e-b76a-93da0124d453,operational tactics for emergency responses,operational strategies for emergency response|operational tactic for emergency response|operational tactics for emergency response|operational tactics for major incidents and catastrophes|proceedings for emergency responses
http://data.europa.eu/esco/skill/507e2b21-1285-47e9-bf09-0db794df1bf0,develop environmental policy,compose environmental protection and sustainable development policies|create environmental policies|create environmental protection policies|develop environmental protection policies|develop environmental protection strategies|develop environmental strategies|develop organisational policy in relation to sustainable development and environmental protection|develop strategies to ensure compliance with environmental protection legislation|develop sustainable development policies|develop sustainable development strategies
http://data.europa.eu/esco/skill/52272cdd-7a52-4b88-a12b-7ca442c37f99,provide project information on exhibitions,communicate information regarding the project exhibited|provide guidance to exhibitions|provide information on exhibitions|provide information on project exhibition
http://data.europa.eu/esco/skill/54ad8d82-17ae-4544-898c-19005ff928d3,conduct costume research,conduct costumes research|conducting costume research|do costume research|perform costume research|read up on costumes
http://data.europa.eu/esco/skill/56fc1f5b-4aa8-4846-b531-1c45fbb7164e,write leasing reports,complete leasing reports|draft leasing reports|prepare leasing reports|produce leasing reports|write a leasing report|writing a leasing report|writing leasing reports
http://data.europa.eu/esco/skill/59004ee8-3975-4877-bf82-ff0b8070ef28,implement environmental action plans,action environmental management plans|carry out environmental action plans|carry out environmental management plans|deliver environmental action plans|execute environmental action plans|execute environmental management plans|facilitate implementation of environmental actions plans|implement environmental management plans|perform activities to realise environmental action plans|put plans that address environmental matters into action|realise environmental management plans|undertake activities to realise environmental management plans
http://data.europa.eu/esco/skill/5a59dbb9-d2f9-420f-b169-3949460cc4ff,study craft trends,develop library educational programmes|develop library end programs|developing library educational programs|read up on craft trends|research craft trends analyze craft trends
http://data.europa.eu/esco/skill/5ca788c2-dca7-44d3-bb54-7a706ae3e837,identify parts requested by customers,analyse parts requested by customers|classify parts requested by customers|determine parts requested by customers|diagnose parts requested by customers|identify a part requested by customers|identify parts requested by a customer|identifying parts requested by customers
http://data.europa.eu/esco/skill/5eb57e46-51c3-4265-a4dd-1f38e7fcf07a,monitor casino client satisfaction,keep track of client satisfaction at casino|monitor casino customer satisfaction|monitor client satisfaction at casino|monitor satisfaction by casino clients
http://data.europa.eu/esco/skill/5fa6cd2f-9bab-4afa-a184-2d2f1401b770,write meeting reports,compose meeting notes|compose meeting reports|create meeting notes|create meeting reports|draft meeting notes|draft meeting reports|record meeting notes|record meeting reports
http://data.europa.eu/esco/skill/61368732-eb1c-47e0-8e33-20c8c8f5e70a,make electrical calculations,assess electrical equipment needs|assessing electrical equipment needs|electrical calculations making|electrical equipment needs assessing|make complex electrical calculations|making complex electrical calculations|making electrical calculations
http://data.europa.eu/esco/skill/6181f475-110c-497c-a46d-ed2e14e7bc90,ensure compliance with construction project deadline,construction project management|ensure compliance with construction project deadlines|ensure construction project deadline compliance|ensuring compliance with construction project deadline|management of construction projects|project management in construction
http://data.europa.eu/esco/skill/623c75fa-f9f8-460c-b199-e17480687139,meet deadlines for preparing legal cases,anticipate deadlines for preparing legal cases|complete legal case preparation within time limits|meet deadline for preparing legal cases|meet deadlines for preparing legal case|meet legal case preparation deadlines|meeting deadlines for preparing legal cases
http://data.europa.eu/esco/skill/6360a934-cc87-4954-9656-b32db20592e3,quantitative analysis,quantitative data analysis
http://data.europa.eu/esco/skill/6561f116-70de-47d8-80b8-f0e2a1d2cf11,perform feasibility study on solar heating,carry out feasibility study on solar heating systems|conduct solar heating feasibility study|do a feasibility study on solar heating systems
http://data.europa.eu/esco/skill/691f970b-db3d-4658-aa07-5fc94baecd5d,negotiate publishing rights,agree to publishing rights|negotiate rights to publishing|negotiating publishing rights|obtain publishing rights|purchase publishing rights
http://data.europa.eu/esco/skill/699c949a-699a-4858-a02e-a63f66872d6f,blockchain concept application,blockchain technology application
http://data.europa.eu/esco/skill/6abb92c9-0553-4d3d-add8-8240494e182d,implement operational business plans,implement business operational plans|implement plans for business operations|implement strategic and operational business plans|use business and strategic operational plans
http://data.europa.eu/esco/skill/6af000e5-a451-4f78-9feb-723971f2ad05,develop water purification methods,developing water purification methods|developing water purification strategies|water purification methods developing|water purification strategies developing
http://data.europa.eu/esco/skill/6b5d032a-b85a-44ea-9dad-5201048d2dd2,develop flood remediation strategies,developing flood remediation strategies|flood remediation strategies developing|flood remediation strategies writing|flood remediation strategy developing|flood remediation strategy writing|write flood remediation strategies|writing flood remediation strategies
http://data.europa.eu/esco/skill/6cd29d73-e352-40b4-89c5-cdb3faff0a38,manage the security team,direct the security team|manage the team for security|managing the security team|oversee the security team|supervise the security team
http://data.europa.eu/esco/skill/6d51cc74-8def-4653-8a62-03db98462cb0,supervise costume workers,direct costume workers|manage costume workers|supervise costume worker|supervising costume workers
http://data.europa.eu/esco/skill/7106b5df-e017-4c28-8c40-98814db5b775,Prince2 project management,PRINCE2|PRojects IN Controlled Environments|Prince II
http://data.europa.eu/esco/skill/71152876-b629-4a99-b9ea-0f25a0d07e4e,negotiate sales contracts,confer on sales contracts|consult on sales contracts|debate sales contracts|negotiate a sales contract|negotiating sales contracts|sales contract negotiations|settle sales contracts
http://data.europa.eu/esco/skill/72e88c2d-855d-4dbd-b06c-0e1ca748be5e,calculate design costs,calculate costs of design|calculate designing costs|estimate design costs|estimate project costs
http://data.europa.eu/esco/skill/734b6025-0d14-499d-8e95-fdf512058e77,image formation,processes by which images are formed|processes of image formation|representation of an object to an image plane
http://data.europa.eu/esco/skill/737f8895-46df-4283-8f38-13f3f0fc3b77,digital twin technology,digital modelling technology|digital replication technology|virtual twin model
http://data.europa.eu/esco/skill/74e49482-75e8-4637-bdb1-fff868d02f7a,scientific literature,scientific publications
http://data.europa.eu/esco/skill/75ef4eed-fe57-47fd-92e9-e63f3121d5b8,carry out internet research,browse the internet|carry out internet research|carry out internet researches|carry out research on the internet|effectively browse the internet
http://data.europa.eu/esco/skill/76415d7f-0fde-4364-b45f-5c044580d2aa,create CAD drawings,CAD drawing creation|drawing with CAD|make CAD drawings|making CAD drawings
http://data.europa.eu/esco/skill/78b1de70-0930-462f-9a7e-bf9b4135e1e2,write routine reports,carry out routine reporting|complete routine reports|compose routine reports|create routine reports|generate routine reports|perform routine reporting activities|produce routine reports|produce written record of observations|undertake routine reporting activities
http://data.europa.eu/esco/skill/7ace7312-2775-4bfc-9705-3416a9f7b35b,provide staff training in warehouse management,administer staff training in warehouse management|arrange staff training in warehouse management|contribute staff training in warehouse management|furnish staff training in warehouse management|provide staff training in warehouse managing|providing staff training in warehouse management|provision of staff training in warehouse management
http://data.europa.eu/esco/skill/7b49115c-8a9b-4474-9d88-cee7732174c8,provide quality assurance for meteorological services+H40,conduct meteorological service quality assurance procedures|design operating procedures for meteorological services|design procedures to improve quality of meteorological services|develop meteorological service quality assurance|develop operating procedures for meteorological services|develop quality assurance for meteorological services|develop quality assurance procedures for meteorological services|implement meteorological service quality assurance procedure|perform meteorological service quality assurance procedures|provide meteorological service quality assurance|supply meteorological service quality assurance|supply quality assurance for meteorological services
http://data.europa.eu/esco/skill/7cb8cb58-aae4-4625-9e8c-744560474241,write reports on emergency cases,document emergency cases|produce documentation on emergency cases|write documentation on emergency cases|write reports about emergency cases|write reports on emergency patients
http://data.europa.eu/esco/skill/7d08e3cd-3a68-4568-8273-5b53ac0cbc71,collect healthcare user's general data,collect health care user's general data|collect healthcare users' general data|gather health care users' general data|gather healthcare user's general data|obtain healthcare users' general data
http://data.europa.eu/esco/skill/7d320e6c-a45f-477e-be95-47248f79485a,manage drilling contracts,drilling and service contract management|drilling and service contracts management|drilling contract management|drilling contracts management|manage drilling and service contract|manage drilling and service contracts|manage drilling contract|management of drilling and service contract|management of drilling and service contracts|management of drilling contract|management of drilling contracts|managing drilling and service contract|managing drilling and service contracts|managing drilling contract|managing drilling contracts|managing of drilling and service contract|managing of drilling and service contracts|managing of drilling contract|managing of drilling contracts
http://data.europa.eu/esco/skill/7e5a7bec-0e19-4a35-b27b-1c4a6d9c4de0,mathematical physics,foundations of mathematical physics
http://data.europa.eu/esco/skill/7f7756fc-d89d-41d5-93ef-85991603f4ad,manage financial risk,carry out financial risk management|control financial risk|employ financial risk management|manage financial risk exposure|manage financial risks|minimise financial risks|minimise the impact of financial risks|mitigate financial risk|practice financial risk management|regulate financial risk
